Category,Name,Summary_en,Summary_de
Rare dog breeds,Dandie Dinmont Terrier,"A Dandie Dinmont Terrier is a small Scottish dog breed in the terrier family. The breed has a very long body, short legs, and a distinctive topknot of hair on the head. They are friendly but tough, and are suitable for interaction with older children. There are breed-specific health concerns: they can be affected by spinal problems due to their elongated body, and the breed is affected by canine cancer at a higher than average rate.
The breed is named after a fictional character in Sir Walter Scott's novel, Guy Mannering. This character, Dandie Dinmont, is thought to be partly based on James Davidson, who is credited as the originator of the modern breed. Davidson's dogs descended from earlier terrier-owning families, including the Allans of Holystone, Northumberland.
There are three breed clubs in the UK supporting the breed, although it is registered as a Vulnerable Native Breed by the Kennel Club due to its low number of puppy registrations per year.","Der Dandie Dinmont Terrier ist eine von der FCI (Nr. 168, Gr. 3, Sek. 2) anerkannte britische Hunderasse."
Rare dog breeds,Drentse Patrijshond,"The Drentsche Patrijshond is a versatile spaniel-type hunting dog from the Dutch province of Drenthe. Called the Dutch Partridge Dog (or ""Drent"" for Drenthe) in English, approximately 5,000 dogs are registered with the breed club in the Netherlands, and breed clubs operate in Belgium, Denmark, Scandinavia and North America. The Drentsche Patrijshond bears some resemblance to both spaniel and setter types of dog. An excellent pointer and retriever, this dog is often used to hunt fowl and adapts equally well to the field or marshes.","Drentse Patrijshond (Drentscher Hühnerhund) ist eine von der FCI anerkannte niederländische Hunderasse (Nr. 224, Gr. 7, Sek. 1.2)."
Rare dog breeds,Dunker,"A Dunker, also known as the Norwegian Hound, is a medium-sized breed of dog from Norway. It was bred by Wilhelm Dunker to be a scenthound by crossing a Russian Harlequin Hound with dependable Norwegian scent hounds.
It is a very rare dog breed, and most Dunkers are found in Norway and Sweden. On average, 150 puppies from the Dunker breed are born each year.","Der Dunker ist eine von der FCI (Nr. 203, Gr. 6, Sek. 1.2) anerkannte norwegische Hunderasse."
Rare dog breeds,English Foxhound,"The English Foxhound is one of the four foxhound breeds of dog. It is a cousin of the American Foxhound. They are scent hounds, bred to hunt foxes by scent.","Der English Foxhound ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 6, Sektion 1.1, Standard Nr. 159).

Der English Foxhound ist ein Laufhund, der sich besonders zur Fuchsjagd eignet und in der Meute jagt. Er ist der beliebteste Meutenhund für Schleppjagden in Deutschland und wird auch in England häufig verwendet.
Fuchsjagden werden seit dem Mittelalter durchgeführt. Die Existenz der Meuten ist über Jahrhunderte dokumentiert. Die Meuten waren in der Vergangenheit jedoch nicht so einheitlich wie der jetzige Rassestandard. Im 19. Jahrhundert begann man die Meuten gezielt zu züchten. So lassen sich Ahnentafeln von English Foxhound-Meuten etwa 200 Jahre weit zurückverfolgen, einmalig in der Hundezucht. Auch heute werden diese Hunde noch in Zwingern gehalten. Mit Zwingern sind hier Großanlagen gemeint, in denen die ganze Meute untergebracht ist. Der Unterhalt von Zwingern ist sehr aufwändig. Die Meute-Zwingerhaltung bewirkt, dass die Tiere auf ihre Artgenossen geprägt und hoch sozialisiert sind. English Foxhounds werden selten als Familienhunde gehalten, dazu müssten sie schon früh aus der Meute herausgenommen werden, so dass sie auf den Menschen geprägt werden."
Rare dog breeds,English Toy Terrier (Black & Tan),The English Toy Terrier (Black & Tan) is a small breed of terrier in the toy dog group.,"Der English Toy Terrier ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 3, Sektion 4, Standard Nr. 13)."
Rare dog breeds,Eurasier,"The Eurasier, or Eurasian dog, is a spitz type breed of dog that originated in Germany. It is widely known as a wonderful companion that maintains its own personality, has a dignified reserve with strangers, has a strong bond to its family, and is relatively easy to train.","Der Eurasier ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 5, Sektion 5, Standard Nr. 291)."
Rare dog breeds,Field Spaniel,"The Field Spaniel is a medium-sized dog breed of spaniel type. They were originally developed to be all-black show dogs in the late 19th and early 20th centuries and were unpopular for work as a hunting dog. However, during the mid-20th century they were redeveloped as a longer-legged dog that was more suitable to be used for field work. They are now considered to be a rare breed, and are registered as a Vulnerable Native Breed by The Kennel Club.
Their fur is darker than other spaniels and they have no undercoat like most of the other field type spaniels. Their coats come mostly in solid colours with some occasional markings on the chest. They can make good family dogs and are patient with children, but can require some sort of purpose, be it hunting or agility work in order to prevent them from becoming bored and destructive.","Der Field Spaniel ist eine von der FCI (Nr. 123, Gr. 8, Sek. 2) anerkannte britische Hunderasse.
Die Hunderasse Field Spaniel wurde ursprünglich aus dem Cocker Spaniel entwickelt; er wird bis 45,7 cm groß und wird bis 25 kg schwer. Sein Haar ist lang, glatt, glänzend und von seidiger Beschaffenheit, schwarz, leberbraun oder geschimmelt, jede dieser Farben gibt es auch mit Loh-Abzeichen. Die Ohren sind mäßig lang und breit, tief angesetzt und gut befedert. Wie der Cocker Spaniel wird auch der Field Spaniel als Stöberhund und Begleithund eingesetzt."
Rare dog breeds,Finnish Lapphund,"The Finnish Lapphund (or Finnish Lapponian Dog) is a hardy, easy going, medium-size breed of Spitz type. Traditionally it has been used for herding reindeer. Although it is one of the most popular dog breeds in its native country, Finland, it is not very numerous outside of the Nordic countries.","Der Finnische Lapphund ist eine von der FCI anerkannte finnische Hunderasse (FCI-Gruppe 5, Sektion 3, Standard Nr. 189), die zu den Hütehunden gezählt wird."
Rare dog breeds,Finnish Spitz,"The Finnish Spitz (Finnish: suomenpystykorva) is a breed of dog originating in Finland.  The breed was originally trained to hunt all types of game from squirrels and other rodents to bears.  It is a ""bark pointer"", indicating the position of game by barking, and drawing the game animal's attention to itself, allowing an easier approach for the hunter. Its original game hunting purpose was to point to game that fled into trees, such as grouse, and capercaillies, but it also serves well for hunting elk. Some individuals have even been known to go after a bear. In its native country, the breed is still mostly used as a hunting dog. The breed is friendly and in general loves children, so it is suitable for domestic life. The Finnish Spitz has been the national dog of Finland since 1979.","Der Finnische Spitz (finnisch Suomenpystykorva) ist eine von der FCI anerkannte finnische Hunderasse (FCI-Gruppe 5, Sektion 2, Standard Nr. 49)."
Rare dog breeds,French Spaniel,"The French Spaniel (Epagneul Français) is a breed of dog of the Spaniel-like setter. It was developed in France and Canada as a hunting dog, descended from dogs of the 14th century. Popular with royalty during the Middle Ages, it nearly became extinct by the turn of the 20th century but was saved by the efforts of Father Fournier, a French priest. One of the largest breeds of Spaniel, it typically has a white coat with brown markings. It is a friendly breed that has few health issues, but can be affected by a syndrome called acral mutilation and analgesia. The breed is recognised by Canadian and international kennel clubs but not by The Kennel Club (UK). The American Kennel Club has included the breed in its Foundation Stock Service, the first step to full recognition.","Der Epagneul Français (Französischer Spaniel) ist eine von der FCI (Nr. 175, Gr. 7, Sek. 1) anerkannte Hunderasse aus Frankreich. Die Rasse wird vom AKC im Hinblick auf eine mögliche Anerkennung seit Mai 2012 in seinem Foundation Stock Service geführt."
Rare dog breeds,Galgo Español,"The Galgo Español (Spanish galgo) or Spanish Greyhound is an ancient breed of dog, specifically a member of the sighthound family.
The English greyhound is possibly a descendant of the Spanish greyhound and, for several years in the 20th century, some breeders did cross-breed Galgos and Greyhounds in order to produce faster and more powerful Galgos, specifically for track racing purposes.","Der Galgo Español ist eine von der FCI anerkannte spanische Hunderasse (FCI-Gruppe 10, Sektion 3, Standard Nr. 285)."
Rare dog breeds,German Longhaired Pointer,"The German Longhaired Pointer (GLP) is a breed of dog. Developed in Germany, it is used as a multipurpose gundog. It is closely related to its cousins, the German Shorthaired Pointer (GSP), the German Wirehaired Pointer (GWP) and the Large Münsterländer, which was previously part of the breed.","Der Deutsch Langhaar (auch Deutsch-Langhaar) ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 7, Sektion 1.2, Standard Nr. 117)."
Rare dog breeds,German Spaniel,"The German Spaniel, also known as the Deutscher Wachtelhund (German Quail Dog), is a breed of dog that was developed in Germany around 1890, and is used as a hunting dog. Descended from the old German breed, the Stöberer (lit. ""rummager""), which became popular with commoners following the Revolutions of 1848 in the German states, who required a versatile hunting dog. Stoeberer is now a type of hunting dog in Germany with the Wachtelhund being its sole member. The breed is not very well known outside of Germany, but was recognised by the United Kennel Club in 1996.
A well built breed, its coat comes in brown shades with occasional white markings. It can be trained to retrieve game, as well as for tracking. It is related to the Small Münsterländer (″Heidewachtel″) and the Drentse Patrijshond, all of which are descendants from the quail dog that at least date back to the 15th century.","Der Deutsche Wachtelhund ist eine von der Fédération Cynologique Internationale (FCI) (Nr. 104, Gr. 8, Sek. 2) anerkannte deutsche Hunderasse. Der AKC führt die Rasse wegen einer möglichen Anerkennung seit dem 10. Oktober 2011 in seinem Foundation Stock Service."
Rare dog breeds,German Spitz,"The German Spitz (German: Deutscher Spitz) is a breed of spitz-type dogs from Germany. Considered a single breed, it comes in five distinct varieties based on size and colour: the Wolfsspitz or Keeshond, the Giant Spitz or Großspitz, the Medium Spitz or Mittelspitz, the Miniature Spitz or Kleinspitz and the Pomeranian or Zwergspitz (""Dwarf Spitz"").","Die Deutschen Spitze sind eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 5, Sektion 4, Standard Nr. 97)."
Rare dog breeds,Glen of Imaal Terrier,"The Glen of Imaal Terrier (Irish: Brocaire Uí Mháil) is a breed of dog of the terrier category and one of four Irish terrier breeds. It is sometimes called the Irish Glen of Imaal Terrier or the Wicklow Terrier, and the name of the breed is often shortened by fanciers to just Glen.
The breed originates in, and is named for, the Glen of Imaal in County Wicklow, Ireland. It was recognised first by the Irish Kennel Club in 1934 and most recently by the American Kennel Club in 2004. The Canadian Kennel Club voted to fully recognize Glens in 2017 after the breed spent years on the Miscellaneous list; approval by Agriculture Canada is pending.
Reportedly, the Glen's history began during the reign of Elizabeth I, who hired French and Hessian mercenaries to put down a rebellion in Ireland. After the conflict, many of these soldiers settled in the Wicklow area. They brought with them their low-slung hounds, which they bred with the local terrier stock, eventually developing a distinctive breed that became known as the Glen of Imaal Terrier.Glens were originally used for eradicating other animals such as rat, fox, badger, and otter, and also as a general-purpose farm dog for herding and family companionship. Unlike many other terriers, they are ""strong dogs"" rather than ""sounders""—they were bred to work mute to ground, going silently into dens after their quarry rather than barking at it to alert their handlers. In hunting trials, which used to be required by many kennel clubs for championships, Glens were disqualified if they sounded at the quarry. For this reason, today they are among the quietest terriers.
According to Irish lore, Glen of Imaal Terriers were also used as turnspit dogs to turn meat over fires for cooking. Evidence for this is scarce, and engravings of such dogs from the 19th century do not bear much resemblance to today's Glen. It is, however, repeated in many descriptions of the breed and often used in color commentary by dog show announcers.The breed almost died out before being revived in the early twentieth century by breeders in its homeland. Paddy Brennan Tinahely Co Wicklow, and Willie Kane Tipperary are recognised as two breeders that revived the breed. Today, the Glen of Imaal Terrier is still one of the rarest breeds of dog (in the US, living registered animals number in the hundreds) and the least-known Irish terrier breed. It is considered a vulnerable native breed by the UK's Kennel Club, which tracks breeds in which fewer than 300 puppies are registered each year.[1]","Der Irish Glen of Imaal Terrier ist eine von der FCI anerkannte irische Hunderasse (FCI-Gruppe 3, Sektion 1, Standard Nr. 302)."
Rare dog breeds,Grand Basset Griffon Vendéen,The Grand Basset Griffon Vendéen or GBGV is a dog breed from France.,"Der Grand Basset Griffon Vendéen ist eine von der FCI  anerkannte französische Hunderasse (FCI-Gruppe 6, Sektion 1.3, Standard Nr. 33)."
Rare dog breeds,Greek Harehound,"The Greek Harehound (Greek: Ελληνικός Ιχνηλάτης; FCI No. 214) is a rare breed of dog that only comes in a black and tan color, originally bred as a scenthound for tracking and chasing hare in Southern Greece.","Der Hellinikos Ichnilatis (Ελληνικός Ιχνηλάτης, Griechischer Laufhund, Griechische Bracke) ist eine von der FCI anerkannte Hunderasse aus Griechenland (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 214)."
Rare dog breeds,Greenland Dog,"The Greenland Dog (Greenlandic: Kalaallit Qimmiat, Danish: Grønlandshund) is a large breed of husky-type dog kept as a sled dog. They were brought from Siberia to North America by the Thule people 1,000 years ago, along with the Canadian Eskimo Dog. The Canadian Eskimo Dog is considered the same breed as the Greenland Dog since they have not yet diverged enough genetically to be considered separate breeds, despite their geographic isolation.Today the breed is considered as nationally and culturally important to Greenland and efforts are made to safeguard its purity. In western Greenland north of the Arctic Circle and the entirety of eastern Greenland, it is illegal to import any dog from outside (except for police and assistance dogs with a special permit), and since 2017 all dogs have to be microchipped and registered in the Greenland dog database. In the southwest, such restrictions are not in place and the purity of dogs is not monitored. As the population has been falling (c. 15,000 in Greenland as of 2016), a number of projects have been initiated in an attempt of ensuring that Greenland's dog sledding culture, knowledge and use, along with the breed itself, are not lost.","Der Grönlandhund ist eine von der FCI anerkannte Hunderasse aus Grönland (Gr. 5, Sek. 1, Standard-Nummer 274), die zu den Polarhunden zählt. Er ist ein sehr kräftiger und ausdauernder Polarspitz."
Rare dog breeds,Griffon Fauve de Bretagne,"The Griffon Fauve de Bretagne (English: Fawn Brittany Griffon) is a breed of dog of the scenthound type, originating in France in the region of Brittany.","Der Griffon Fauve de Bretagne ist eine von der FCI (Nr. 66, Gr. 6, Sek. 1.2) anerkannte französische Hunderasse."
Rare dog breeds,Griffon Nivernais,"The Griffon Nivernais is a breed of dog of the scenthound type, originating in France. It is a versatile hunting dog, used on small and large game, in packs or individually. Today's breed is a reconstruction of an ancient type of dog from the Nivernais region.","Der Griffon Nivernais ist eine von der FCI anerkannte französische Hunderasse (FCI-Gruppe 6, Sektion 1.1, Standard Nr. 17)."
Rare dog breeds,Halden Hound,"The Halden Hound (Norwegian: Haldenstøver), is a medium-sized Norwegian dog breed of the  hound class, used for hunting hares and other plains quarry. It resembles an American Foxhound but is smaller. It was named after Halden, a town in southeastern Norway.","Der Haldenstøver ist eine von der FCI (Nr. 267, Gr. 6, Sek. 1.2) anerkannte norwegische Hunderasse."
Rare dog breeds,Hamiltonstövare,"The Hamiltonstövare is a breed of dog, bred as a hunting hound. The breed was developed in Sweden by the founder of the Swedish Kennel Club, Count Adolf Hamilton. Its ancestry includes several German hounds as well as English Foxhounds and Harriers.
The breed is known by the white blaze on the head, down the neck, four white paws, and a white tail tip.  It differs from an English Foxhound in that its frame is lighter.","Der Hamiltonstövare ist eine von der FCI anerkannte schwedische Hunderasse (Gr. 6, Sek. 1.2, Standard-Nummer 132)."
Rare dog breeds,Hanover Hound,"The Hanover Hound is a breed of dog sometimes referred to as a Hanoverian Hound. It is a hunting and tracking dog descended from bloodhounds of medieval times. It was first introduced into France in the 1980s and is still a very rare breed. It was crossbred with the Bavarian Hound, which gave rise to the Bavarian Mountain Hound.","Der Hannoversche Schweißhund ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 6, Sektion 2, Standard Nr. 213)."
Rare dog breeds,Harrier (dog),"The Harrier is a medium-sized  dog breed of the  hound class, 
used for hunting hares by trailing them. It resembles an English Foxhound but is slightly smaller, though not as small as a Beagle. The breed has been used since the mid 13th century.","Der Harrier ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 295). Die Rasse wurde ursprünglich zur Hasenjagd gezüchtet und so ist der Name eine Verkürzung der englischen Bezeichnung Hare-Hound (Hasenhund)."
Rare dog breeds,Havanese dog,"The Havanese, a bichon-type dog, is the national dog of Cuba, developed from the now extinct Blanquito de la Habana (""little white dog of Havana""). The Blanquito descended from the also now-extinct Bichón Tenerife. It is believed that the Blanquito was eventually cross-bred with other bichon types, including the poodle, to create what is now known as the Havanese. Sometimes referred to as ""Havana Silk Dogs"", this was originally another name for the Blanquito de la Habana.
The Havanese is small in size and sturdy in structure with a tail carried over its back and ears that drop and fold. The coat is abundant, long, and silky, and comes in all colors. The Havanese has a spirited personality and a curious disposition, and is notable for its springy gait, a characteristic that distinguishes the breed from all others. The Havanese is considered an ideal family pet and a true companion dog. They are highly adaptable to almost any environment. Because of their strong social needs, Havanese will not thrive in an environment where they are isolated for several hours each day.","Der Havaneser ist eine von der FCI anerkannte Hunderasse aus dem 
Mittelmeerraum bzw. Kuba (FCI-Gruppe 9, Sektion 1.1, Standard Nr. 250)."
Rare dog breeds,Hokkaido (dog),"The Hokkaido (北海道犬, Hokkaidō-inu or Hokkaidō-ken) is a breed of dog originating from Japan. Other names for the breed include Ainu-ken, Seta, Ainu dog, Hokkaidog. In Japan, its name is sometimes shortened to Dō-ken (道犬). The Hokkaido is native to the prefecture of the same name in Japan.","Der Hokkaido (jap. 北海道犬, Hokkaidō inu/ken) bzw. Ainu (アイヌ犬, Ainu inu/ken) ist eine von der FCI anerkannte japanische Hunderasse (FCI-Gruppe 5, Sektion 5, Standard Nr. 261)."
Rare dog breeds,Hygen Hound,"A Hygen Hound (Hygenhund) is a Norwegian breed of dog from the hound group, created in the 19th century by Norwegian breeder Hygen from various other hound breeds. The Hygen Hound is an endurance hunter who can traverse Arctic terrain for long periods of time without fatigue.","Der Hygenhund ist eine von der FCI anerkannte norwegische Hunderasse (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 266)."
Rare dog breeds,Ibizan Hound,"The Ibizan Hound (Spanish: podenco ibicenco, Catalan: ca eivissenc) is a lean, agile dog of the hound family. There are two hair types of the breed: smooth and wire. The more commonly seen type is the smooth. Some consider there to be a third type, long, but the longhair is most likely a variation of the wire.","Der Podenco Ibicenco (Katalanisch: Ca Eivissenc) ist eine von der FCI  anerkannte Hunderasse aus Spanien (FCI-Gruppe 5, Sektion 7, Standard Nr. 89)."
Rare dog breeds,Icelandic Sheepdog,"The Icelandic Sheepdog (Icelandic: Íslenskur fjárhundur [ˈistlɛnskʏr ˈfjaurˌhʏntʏr̥]) is a breed of dog of spitz type originating from the dogs brought to Iceland by the Vikings. It is of similar type to the Norwegian Buhund, the Shetland Sheepdog, and the Welsh Corgi. They are commonly used to herd sheep in the Icelandic countryside.","Der Islandhund ist eine von der FCI anerkannte Hunderasse aus Island (FCI-Gruppe 5, Sektion 3, Standard Nr. 289). Seit 2010 wird die Rasse auch vom AKC anerkannt."
Rare dog breeds,Irish Red and White Setter,"The Irish Red and White Setter (Irish: An Sotar Rua agus Bán) is a breed of dog. As with all setters, it is classified as a gundog in the UK and is included in the sporting group in America and Canada. It is virtually identical in use and temperament to the related Irish Setter, as well as the Gordon and English setters, but is more often found as a working gun dog.
The original purpose of the breed was to hunt gamebirds. In the UK, their quarry can be partridge or grouse, pheasant, ptarmigan, blackgame, snipe or woodcock as all these birds try to avoid predators by hiding rather than flying away. Overseas, they may be used to hunt quail, willow grouse, sand grouse, guinea fowl, sagehen or francolin.
Despite the breed's early origins, it had almost become extinct at the end of the 19th century. During the 1920s, dedicated breeders managed to revive interest and restore the Irish Red and White setter to a viable position. It is still considered a vulnerable breed but has gained recognition from all major kennel clubs.","Der Irish Red and White Setter ist eine von der FCI anerkannte irische Hunderasse (FCI-Gruppe 7, Sektion 2.2, Standard Nr. 330)."
Rare dog breeds,Irish Water Spaniel,The Irish Water Spaniel (Irish: An Spáinnéar Uisce) is a breed of dog that is the tallest of the spaniels.,"Der Irish Water Spaniel ist eine von der FCI anerkannte irische Hunderasse (FCI-Gruppe 8, Sektion 3, Standard Nr. 124)."
Rare dog breeds,Istrian Coarse-haired Hound,"The Istrian Coarse-haired Hound (Croatian: istarski oštrodlaki gonič, Slovene: istrski ostrodlaki gonič) is a dog breed from Croatia. It is a rough-coated scent hound still kept primarily as a hunting dog rather than as a pet.","Die Rauhhaarige Istrianer Bracke (Istarski oštrodlaki gonič; auch Rauhhaarige Istrische Bracke) ist eine von der FCI anerkannte Hunderasse aus Kroatien (FCI-Gruppe 6, Sektion 1.2, Standard Nr. 152)."
Rare dog breeds,Istrian Shorthaired Hound,"The Istrian Short-haired Hound (original name is Istarski Kratkodlaki Gonič) is a breed of dog from Istria in Croatia, descended from a very old type of scenthound. This hound is the slightly smaller counterpart to the longer-coated Istrian Coarse-haired Hound from the same region.","Die Kurzhaarige Istrianer Bracke (Istarski kratkodlaki gonič) ist eine von der FCI (Nr. 151, Gr. 6 Sek. 1.2) anerkannte Hunderasse aus Kroatien."
Rare dog breeds,Jämthund,"The Jämthund, also called the Swedish Elkhound, is a breed of dog of the Spitz type that is found in Northern Europe. The Jämthund is eponymous with Jämtland, a province in the middle of Sweden.","Der Jämthund ist eine von der FCI anerkannte schwedische Hunderasse (FCI-Gruppe 5, Sektion 2, Standard Nr. 42).
Dieser Hund, der zu den nordischen Hunden zählt, wird 57–65 cm groß und 29,5–30,5 kg schwer. Das Haar ist ziemlich eng anliegend, hell bis dunkelgrau. Der Jämthund stammt aus der historischen schwedischen Provinz Jämtland und wird hauptsächlich zur Jagd auf den Elch verwendet, in der Vergangenheit auch auf Bären und den Luchs. Hervorstechende Merkmale sind seine Kraft und Ausdauer."
Rare dog breeds,Japanese Terrier,"The Japanese Terrier (日本テリア, Nihon Teria) is a small terrier native to Japan.  It is believed to be descended from the progeny of fox terrier types, pointers and indigenous Japanese dogs.","Der Japanische Terrier (jap. 日本テリア, Nihon Teria) ist eine von der FCI anerkannte japanische Hunderasse (FCI-Gruppe 3, Sektion 2, Standard Nr. 259)."
Rare dog breeds,Kai Ken,"The Kai Ken (甲斐犬, also called the Tora Inu or Tiger Dog) is a  breed of dog from Japan, where it is a national monument. It is a rare dog even in its native land and is one of the six native Japanese dog breeds protected by the Nihon Ken Hozonkai.","Der Kai (jap. 甲斐犬, Kai inu/ken) ist eine von der FCI anerkannte japanische Hunderasse (FCI-Gruppe 5, Sektion 5, Standard Nr. 317)."
Rare dog breeds,King Charles Spaniel,"The King Charles Spaniel (also known as the English Toy Spaniel) is a small dog breed of the spaniel type. In 1903, the Kennel Club combined four separate toy spaniel breeds under this single title. The other varieties merged into this breed were the Blenheim, Ruby and Prince Charles Spaniels, each of which contributed one of the four colours available in the breed.
Thought to have originated in East Asia, toy spaniels were first seen in Europe during the 16th century. They became linked with English royalty in the time of Queen Mary I and were made famous by their association with King Charles II. Members of the breed were owned by Queen Victoria (Dash) and her great-granddaughter Grand Duchess Anastasia Nikolaevna of Russia.
The King Charles Spaniel and the other types of toy spaniels were crossbred with the Pug in the early 19th century to reduce the size of the nose, as was the style of the day. The 20th century saw attempts to restore lines of King Charles Spaniels to the breed of Charles II's time. These included the unsuccessful Toy Trawler Spaniel and the now popular Cavalier King Charles Spaniel. The Cavalier is slightly larger, with a flat head and a longer nose, while the King Charles is smaller, with a domed head and a flat face.
Historically the breeds that were merged into the King Charles Spaniel were used for hunting; due to their stature they were not well suited. They have kept their hunting instincts, but do not exhibit high energy and are better suited to being lapdogs. The modern breed is prone to several health problems, including cardiac conditions and a range of eye problems.","Der King Charles Spaniel ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 9, Sektion 7, Standard Nr. 128)."
Rare dog breeds,Kishu,"The Kishu (紀州犬, Kishū-Ken), sometimes called Kishu Inu or Kishu dog, is a Japanese breed of dog. It is descended from ancient medium-sized breeds and named after the Kishu region, now Mie Prefecture and Wakayama Prefecture. It was designated a living national monument of Japan in 1934. Kishu have been prized since prehistoric times for boar and deer hunting. Like the Shiba, they are often quiet. Kishu will stalk prey quietly rather than bark. They are the most commonly used purebred native Japanese breed used for hunting boar to this day.","Der Kishu (japanisch 紀州犬, Kishū inu/ken) ist eine von der FCI anerkannte Hunderasse aus Japan (FCI-Gruppe 5,Sektion 5, Standard Nr. 318)"
Rare dog breeds,Kooikerhondje,"The Kooikerhondje (Dutch for ""Duck catcher's small dog"") is a small spaniel-type breed of dog of Dutch ancestry that was originally used as a working dog, particularly in an eendenkooi (duck decoy) to lure ducks.  Kooikers were popular in the 17th and 18th century and appear in the paintings of Rembrandt and Jan Steen. The breed is gaining popularity in the United States, Canada and Scandinavia, where it is still relatively unknown.","Das Nederlandse Kooikerhondje (niederländisch Nederlands Kooikerhondje, mit Artikel het Nederlandse Kooikerhondje) ist eine von der FCI anerkannte Hunderasse aus den Niederlanden (FCI-Gruppe 8, Sektion 2, Standard Nr. 314). Es gehört zu der großen Gruppe der Vogelhunde wie auch die Spaniels."
Rare dog breeds,Korean Jindo,"The Jindo dog (진도개, Jindo-gae, 진도견, Jindo-gyeon, 珍島犬), formerly known as Chindo dog is an indigenous dog native to Jindo Island in South Korea. It is one of South Korea's Natural Treasures (대한민국의 천연기념물/大韓民國의 天然紀念物), prized for its loyalty and homing instinct. Due to its protected status within South Korea, only dogs born on Jindo Island can be officially registered as a Jindo by the Government of South Korea after an inspection, although the Jindo dog was registered as a breed by the United Kennel Club on January 1, 1998 and by the Fédération Cynologique Internationale in 2005.","Der Korea Jindo Dog (진돗개 Jindot-gae) ist eine von der FCI anerkannte Hunderasse aus Korea (FCI-Gruppe 5, Sektion 5, Standard Nr. 334). In Korea wird er Jindo-gae oder Jindo-kyon genannt. Gae und Kyon sind Bezeichnungen für Hund."
Rare dog breeds,Kromfohrländer,"The Kromfohrländer ( KROHM-fər-land-ər) commonly known as Kromi is a breed of dog that originated in Germany. It is used as a companion dog. Particularly long lived, reaching 17-18 years old regularly. Very attached to their owners, often being described as a ""one-person dog"".","Der Kromfohrländer ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 9, Sektion 10, Standard Nr. 192). Seit Oktober 2012 wird er vom AKC im Hinblick auf eine mögliche Anerkennung im Foundation Stock Service geführt."
Rare dog breeds,Lagotto Romagnolo,"The Lagotto Romagnolo is an Italian breed of dog. It originates in the marshlands of the Delta del Po in the eastern part of the Romagna sub-region of Italy. The name derives from Romagnol can lagòt, meaning ""water dog"". Its traditional function was as a gun dog, specifically a water retriever; since the drainage of large areas of wetland habitat in its area of origin, it is now more often used to hunt for truffles.","Der Lagotto Romagnolo (ital. für Wasserhund der Romagna) ist eine von der FCI anerkannte italienische Hunderasse (FCI-Gruppe 8, Sektion 3, Standard Nr. 298), die in ihrem Ursprungsgebiet zur Trüffelsuche eingesetzt wird."
Rare dog breeds,Lancashire Heeler,The Lancashire Heeler is a small breed of dog developed for use as a drover and herder of cattle. The Lancashire Heeler is listed by the Kennel Club (UK) as an endangered breed.,"Der Lancashire Heeler ist eine von der FCI anerkannte britische Hunderasse (FCI-Gruppe 1, Sektion 1, Standard Nr. 360). Seit 1981 ist er in Großbritannien eine vom Kennel Club anerkannte Rasse und wird der Gruppe der Hirtenhunde (Pastoral Group) zugeordnet."
Rare dog breeds,Large Münsterländer,"The Large Münsterländer (or Großer Münsterländer) is a breed of gun dog originally from the Münster region in Germany.The first breed club was founded in Germany in 1919 and the breed was recognised by the Kennel Club (UK) in 1971.The breed is an offshoot of the German Longhaired Pointer, and was officially recognized as a separate breed when the German Longhaired Pointer club chose to deny recognition to the black and white color variation.The breed can also be a great family dog/pet. 
They are very Loyal.","Der Große Münsterländer ist eine von der FCI anerkannte deutsche Hunderasse (FCI-Gruppe 7, Sektion 1.2, Standard Nr. 118). Zu unterscheiden ist er vom Kleinen Münsterländer."
Rare dog breeds,Löwchen,"The Löwchen or  Little Lion Dog (German: Löwchen, ""little lion""; French: Petit chien lion, ""little lion dog"") is a breed of small dog. The Löwchen once had the dubious distinction, like the Portuguese Water Dog and the Havanese, of being the rarest dog in the world. In 1973 there were only 65 registered examples of the breed. Even today, the breed generally has fewer than a few hundred new registrations each year worldwide.","Das Löwchen ist eine von der FCI anerkannte französische Hunderasse (FCI-Gruppe 9, Sektion 1.3, Standard Nr. 233)."
